target_id	length	eff_length	est_counts	tpm
hCoV-19/USA/HI-H2210185/2022|EPI_ISL_12544446|2022-04-21	29667	29100	176.357	187.65
hCoV-19/USA/VA-CDC-QDX38007185/2022|EPI_ISL_13591162|2022-06-09	29718	29151	863.281	916.956
hCoV-19/USA/CA-CDC-LC0756965/2022|EPI_ISL_13864321|2022-07-03	29657	29090	218.05	232.093
hCoV-19/USA/OH-CDC-QDX38721286/2022|EPI_ISL_14035830|2022-07-05	29718	29151	855.487	908.676
hCoV-19/USA/NY-URMC-22077513-1/2022|EPI_ISL_14010529|2022-07-02	29718	29151	825.26	876.57
hCoV-19/USA/CA-FG-288476/2022|EPI_ISL_13981777|2022-07-04	29799	29232	112.045	118.681
hCoV-19/USA/NY-PRL-220708_04C19/2022|EPI_ISL_13887981|2022-07-05	29807	29240	122.753	129.988
hCoV-19/USA/CT-CDC-LC0755842/2022|EPI_ISL_13863709|2022-06-29	29615	29048	42.2053	44.9884
hCoV-19/USA/WA-S21247/2022|EPI_ISL_13834472|2022-06-21	29751	29184	284.516	301.864
hCoV-19/USA/NJ-CDC-LC0740900/2022|EPI_ISL_13723017|2022-06-25	29720	29153	0	0
hCoV-19/USA/AZ-CDC-LC0731642/2022|EPI_ISL_13645264|2022-06-19	29720	29153	0	0
hCoV-19/USA/VA-CDC-QDX38152108/2022|EPI_ISL_13643936|2022-06-16	29718	29151	500.274	531.379
hCoV-19/USA/NY-PRL-220624_01A06/2022|EPI_ISL_13622237|2022-06-21	29773	29206	0	0
hCoV-19/USA/NY-PRL-220624_00D19/2022|EPI_ISL_13622113|2022-06-21	29772	29205	646.528	685.456
hCoV-19/USA/NY-CDC-LC0725251/2022|EPI_ISL_13584812|2022-06-17	29624	29057	484.205	515.975
hCoV-19/USA/MN-CDC-STM-9C4CQD5XA/2022|EPI_ISL_13582429|2022-06-21	29844	29277	0	0
hCoV-19/USA/WI-CDC-STM-VHMKPG3G4/2022|EPI_ISL_13581397|2022-06-17	29842	29275	411.534	435.27
hCoV-19/USA/NC-CDC-LC0699622/2022|EPI_ISL_13551584|2022-06-05	29723	29156	28.0287	29.7662
hCoV-19/USA/NJ-CDC-LC0724869/2022|EPI_ISL_13585646|2022-06-20	29592	29025	225.843	240.926
hCoV-19/USA/VA-CDC-LC0819390/2022|EPI_ISL_14501414|2022-08-02	29376	28809	614.906	660.892
hCoV-19/USA/IL-RUSH-00839/2020|EPI_ISL_14379681|2020-04-08	29863	29296	5775.41	6104.13
hCoV-19/USA/MA-CDC-QDX40158478/2022|EPI_ISL_14656476|2022-08-06	29718	29151	1241.29	1318.46
hCoV-19/USA/IL-CDC-QDX40273497/2022|EPI_ISL_14742024|2022-08-12	29718	29151	61.0295	64.824
hCoV-19/USA/CA-CDC-STM-MDYXA49VF/2022|EPI_ISL_14898781|2022-08-29	29806	29239	512.747	542.988
hCoV-19/USA/FL-CDC-QDX40520451/2022|EPI_ISL_14825989|2022-08-18	29718	29151	0	0
hCoV-19/USA/FL-CDC-STM-NNJFMPUKT/2022|EPI_ISL_15220859|2022-09-19	29844	29277	441.518	466.951
hCoV-19/USA/IL-CDC-QDX42001146/2022|EPI_ISL_15341878|2022-10-01	29718	29151	0	0
hCoV-19/USA/NJ-CDC-LC0894017/2022|EPI_ISL_15398788|2022-09-20	29593	29026	896.333	956.163
hCoV-19/USA/IL-CDC-QDX42254126/2022|EPI_ISL_15425111|2022-10-04	29715	29148	1611.73	1712.12
hCoV-19/USA/NY-CDC-LC0904395/2022|EPI_ISL_15410226|2022-09-28	29720	29153	0	0
hCoV-19/USA/NJ-CDC-LC0874150/2022|EPI_ISL_15042484|2022-09-01	29720	29153	916.481	973.396
hCoV-19/USA/TX-CDC-STM-7GQ9HXGR3/2022|EPI_ISL_15532297|2022-10-13	29841	29274	636.476	673.208
hCoV-19/USA/CA-CDC-STM-USBTNVF4R/2022|EPI_ISL_15704864|2022-10-24	29805	29238	759.425	804.242
hCoV-19/USA/CT-Yale-7549/2021|EPI_ISL_15573610|2021-08-04	29819	29252	1250.1	1323.24
hCoV-19/USA/CA-CDPH-3000117841/2021|EPI_ISL_16327937|2021-07-07	29868	29301	426.965	451.19
hCoV-19/deer/USA/NY-22-006202-002/2021|EPI_ISL_16384469|2021-11-30	29775	29208	957.276	1014.81
hCoV-19/USA/OH-PLMI-HCF7G-16149/2022|EPI_ISL_16448827|2022	29756	29189	0	0
hCoV-19/USA/NC-CDC-LC0976164/2022|EPI_ISL_16573362|2022-12-28	29658	29091	350.411	372.965
hCoV-19/USA/AL-UAB-511/2021|EPI_ISL_17331983|2021-07-20	29778	29211	132.298	140.235
hCoV-19/USA/IL-NM-09363/2021|EPI_ISL_17587565|2021-08-25	29831	29264	4231.06	4476.77
hCoV-19/USA/KS-KHEL-0229/2020|EPI_ISL_1073822|2020-10-21	29850	29283	5312.79	5617.68
hCoV-19/USA/NY-CDC-LC0559869/2022|EPI_ISL_11038912|2022-03-05	29694	29127	667.456	709.539
hCoV-19/USA/WA-CDC-LC0574298/2022|EPI_ISL_12168333|2022-04-06	29634	29067	0	0
hCoV-19/USA/NC-CDC-LC0593770/2022|EPI_ISL_12594477|2022-04-23	29727	29160	71.6652	76.0974
hCoV-19/USA/TX_GCID_192005579D/2020|EPI_ISL_1113022|2020-06-29	29856	29289	1665.93	1761.17
hCoV-19/USA/CA-IGI-2142/2020|EPI_ISL_1049316|2020-12-10	29782	29215	3488.99	3697.8
hCoV-19/USA/WA-PROV-734/2020|EPI_ISL_1017236|2020-10-29	29903	29336	4304.86	4543.68
hCoV-19/USA/ID-IVREF-810144/2020|EPI_ISL_12037175|2020-08-04	29831	29264	4614.43	4882.41
hCoV-19/USA/OR-CGRB-072520-065/2020|EPI_ISL_1004206|2020-07-25	29903	29336	1049.76	1107.99
hCoV-19/USA/MO-MSPHL-000072/2020|EPI_ISL_1362623|2020-04-10	29816	29249	3395.11	3594.12
hCoV-19/USA/WA-UW-5500425/2020|EPI_ISL_1526825|2020-06-13	29540	28973	3541.06	3784.34
hCoV-19/USA/NY-PRL-211029_00A08/2021|EPI_ISL_12912662|2021-10-26	29736	29169	669.338	710.515
hCoV-19/USA/CA-HLX-STM-36AE9PT72/2022|EPI_ISL_12233978|2022-03-22	29850	29283	5.60977	5.9317
hCoV-19/USA/OH-PLMI-HLL5M-08982/2022|EPI_ISL_12079972|2022	29754	29187	1831.89	1943.39
hCoV-19/USA/CA-OC-FG-194557/2021|EPI_ISL_11410360|2021-12-04	29845	29278	510.744	540.146
hCoV-19/USA/GA-EHC-2693O/2021|EPI_ISL_11107981|2021-10-22	29815	29248	627.982	664.814
hCoV-19/USA/MD-HP27754-PIDWBGBGCD/2020|EPI_ISL_10879404|2020-03-13	29753	29186	24085.9	25552.8
hCoV-19/USA/CT-Yale-16953/2021|EPI_ISL_10402108|2021-08-16	29764	29197	621.29	658.879
hCoV-19/USA/TX-CDC-QDX37750538/2022|EPI_ISL_13464511|2022-06-06	29701	29134	209.954	223.138
hCoV-19/USA/CA-CDC-LC0736982/2022|EPI_ISL_13707493|2022-06-23	29721	29154	659.071	699.977
hCoV-19/USA/IL-CDC-STM-BJ79PY35B/2022|EPI_ISL_13977371|2022-07-11	29844	29277	285.833	302.298
hCoV-19/USA/CA-CDC-LC0784536/2022|EPI_ISL_14105229|2022-07-12	29625	29058	571.759	609.251
hCoV-19/USA/NJ-CDC-LC0788067/2022|EPI_ISL_14184252|2022-07-18	29657	29090	492.43	524.144
hCoV-19/USA/GA-CDC-QDX38830115/2022|EPI_ISL_14191910|2022-07-09	29718	29151	0	0
hCoV-19/USA/WA-CDC-QDX39168822/2022|EPI_ISL_14267833|2022-07-13	29718	29151	377.511	400.983
hCoV-19/USA/FL-CDC-QDX39612684/2022|EPI_ISL_14555331|2022-07-29	29718	29151	26.0269	27.6451
hCoV-19/USA/TX-CDC-STM-4FE3MA9CD/2022|EPI_ISL_14897958|2022-08-27	29844	29277	3.56537	3.77075
hCoV-19/USA/NV-CDC-QDX40817008/2022|EPI_ISL_14910343|2022-08-28	29718	29151	844.539	897.048
hCoV-19/USA/WV-CDC-LC0875013/2022|EPI_ISL_15041897|2022-08-31	29655	29088	428.715	456.357
hCoV-19/USA/NY-CDC-QDX41378751/2022|EPI_ISL_15161402|2022-09-13	29718	29151	5.44184	5.78018
hCoV-19/USA/NY-PRL-220715_04C08/2022|EPI_ISL_14029208|2022-07-14	29740	29173	2609.36	2769.51
hCoV-19/USA/AK-PHL22017/2022|EPI_ISL_14600448|2022-07-29	29777	29210	107.014	113.438
hCoV-19/USA/SC-CDC-LC0771696/2022|EPI_ISL_13978996|2022-07-11	29409	28842	1038.78	1115.19
hCoV-19/USA/GA-CDC-STM-8J4D4J5WG/2022|EPI_ISL_13976680|2022-07-08	29804	29237	13.7879	14.6021
hCoV-19/USA/NY-PRL-220705_05C08/2022|EPI_ISL_13745781|2022-07-02	29802	29235	166.029	175.846
hCoV-19/USA/NC-UNC-7007/2022|EPI_ISL_13726848|2022-06-29	29745	29178	353.373	374.997
hCoV-19/USA/MN-CDC-LC0731367/2022|EPI_ISL_13644837|2022-06-16	29375	28808	0	0
hCoV-19/USA/AZ-CDC-LC0725679/2022|EPI_ISL_13641416|2022-06-17	29592	29025	530.261	565.675
hCoV-19/USA/CA-HLX-STM-N6TENUSDC/2022|EPI_ISL_13586360|2022-06-14	29804	29237	0	0
hCoV-19/USA/CA-CDC-LC0721520/2022|EPI_ISL_13583796|2022-06-15	29711	29144	284.415	302.171
hCoV-19/USA/CA-CDC-STM-P9HA8ZAHN/2022|EPI_ISL_13759313|2022-06-27	29842	29275	158.029	167.143
hCoV-19/USA/AZ-ASU83079/2022|EPI_ISL_13418233|2022-06-15	29719	29152	0	0
hCoV-19/USA/CA-HLX-STM-GKQCP32J8/2022|EPI_ISL_13415016|2022-06-08	29842	29275	18.6388	19.7138
hCoV-19/USA/CA-FG-296117/2022|EPI_ISL_15324920|2022-09-28	29772	29205	2111.25	2238.37
hCoV-19/USA/CA-FG-295929/2022|EPI_ISL_15324745|2022-09-26	29754	29187	167.668	177.873
hCoV-19/USA/GA-CDC-STM-RUWDRG6UM/2022|EPI_ISL_15260243|2022-09-21	29844	29277	648.469	685.823
hCoV-19/USA/MI-CDC-QDX41593620/2022|EPI_ISL_15227448|2022-09-19	29718	29151	498.086	529.054
hCoV-19/USA/NC-UNC-8051/2022|EPI_ISL_15196158|2022-09-15	29744	29177	791.613	840.082
hCoV-19/USA/MA-CDCBI-CRSP_VV7XHOERTGLJVMR7/2022|EPI_ISL_15145788|2022-09-20	29355	28788	659.523	709.362
hCoV-19/USA/PA-CDC-QDX41075068/2022|EPI_ISL_15027624|2022-09-03	29718	29151	478.633	508.392
hCoV-19/USA/CA-HLX-STM-DYSKVC5J4/2022|EPI_ISL_14902776|2022-08-18	29800	29233	366.446	388.138
hCoV-19/USA/CA-HLX-STM-NZ57PVZCZ/2022|EPI_ISL_14902404|2022-08-22	29844	29277	564.864	597.402
hCoV-19/USA/TX-CDC-QDX40621867/2022|EPI_ISL_14833542|2022-08-19	29718	29151	13.6046	14.4504
hCoV-19/USA/CA-CDC-STM-VN59QX4YE/2022|EPI_ISL_14830826|2022-08-17	29850	29283	2178.25	2303.26
hCoV-19/USA/TX-CDC-STM-VPWQAXRFC/2022|EPI_ISL_14830785|2022-08-17	29844	29277	112.874	119.376
hCoV-19/USA/MN-MDH-29232/2022|EPI_ISL_14800729|2022-08-24	29717	29150	955.499	1014.94
hCoV-19/USA/NY-PRL-220817_00C24/2022|EPI_ISL_14684423|2022-08-14	29808	29241	5.66427	5.99793
hCoV-19/USA/FL-CDC-QDX41999905/2022|EPI_ISL_15341496|2022-09-29	29724	29157	92.279	97.9963
hCoV-19/USA/NY-CDC-LC0904589/2022|EPI_ISL_15410638|2022-10-01	29723	29156	135.304	143.691
hCoV-19/USA/TX-CDC-LC0901257/2022|EPI_ISL_15411988|2022-09-27	29720	29153	79.3044	84.2294
hCoV-19/USA/DC-CDC-LC0908105/2022|EPI_ISL_15414740|2022-10-06	29720	29153	28.9368	30.7338
hCoV-19/USA/IL-CDC-LC0910552/2022|EPI_ISL_15481834|2022-10-05	29474	28907	445.078	476.741
hCoV-19/USA/NY-CDC-QDX42511645/2022|EPI_ISL_15511740|2022-10-15	29718	29151	647.518	687.778
hCoV-19/USA/PA-CDC-STM-JTTM9D75B/2022|EPI_ISL_15529707|2022-09-29	29844	29277	0	0
hCoV-19/USA/CA-CDC-STM-C825DPR9V/2022|EPI_ISL_15532020|2022-10-12	29844	29277	9.52089	10.0693
hCoV-19/USA/NY-CDC-QDX42511611/2022|EPI_ISL_15546965|2022-10-15	29718	29151	142.936	151.823
hCoV-19/USA/CA-CDC-STM-55YK752AC/2022|EPI_ISL_15582860|2022-10-14	29816	29249	1602.24	1696.15
hCoV-19/USA/CA-CDC-LC0919875/2022|EPI_ISL_15638629|2022-10-23	29687	29120	201.505	214.262
hCoV-19/USA/GA-CDC-STM-EYQFQJ5TN/2022|EPI_ISL_15704964|2022-10-24	29830	29263	737.861	780.738
hCoV-19/USA/CA-CDC-STM-U34CQH7QB/2022|EPI_ISL_15704980|2022-10-25	29841	29274	11.7421	12.4198
hCoV-19/USA/CA-CDC-STM-KH8Z2JMSD/2022|EPI_ISL_15803945|2022-11-01	29827	29260	184.578	195.324
hCoV-19/USA/AZ-CDC-STM-EYZ4Q9N4H/2022|EPI_ISL_15805052|2022-11-03	29822	29255	210.84	223.153
hCoV-19/USA/CA-CDC-QDX43427694/2022|EPI_ISL_15847427|2022-11-08	29718	29151	323.084	343.172
hCoV-19/USA/CA-CDC-LC0934402/2022|EPI_ISL_15890664|2022-11-13	29690	29123	0	0
hCoV-19/USA/SC-CDC-QDX43473885/2022|EPI_ISL_15902624|2022-11-09	29715	29148	261.708	278.008
hCoV-19/USA/CA-CDC-STM-ZKWKDJVGF/2022|EPI_ISL_15841014|2022-11-06	29844	29277	203.026	214.721
hCoV-19/USA/CA-CDC-STM-T5PWXQJ46/2022|EPI_ISL_15804551|2022-11-02	29805	29238	0	0
hCoV-19/USA/OH-CDC-QDX43024411/2022|EPI_ISL_15771045|2022-10-26	29718	29151	1684.86	1789.62
hCoV-19/USA/CA-CDC-STM-GTQEVU78Y/2022|EPI_ISL_15767138|2022-11-02	29835	29268	884.161	935.379
hCoV-19/USA/NC-WFSM-1085-7818/2022|EPI_ISL_15731413|2022-10-30	29700	29133	1614.47	1715.91
hCoV-19/USA/MI-CDC-STM-CH6BCVSW2/2022|EPI_ISL_15705029|2022-10-25	29844	29277	3.56076	3.76587
hCoV-19/USA/CA-SCPHL-22WGS02176/2022|EPI_ISL_15667745|2022-10-27	29652	29085	309.78	329.787
hCoV-19/USA/NC-WFSM-1085-7769/2022|EPI_ISL_15640380|2022-10-24	29694	29127	939.235	998.454
hCoV-19/USA/FL-CDC-LC0919463/2022|EPI_ISL_15619011|2022-10-18	29592	29025	0	0
hCoV-19/USA/DE-CDC-LC0917946/2022|EPI_ISL_15618703|2022-10-15	29663	29096	1089.86	1159.81
hCoV-19/USA/NY-CDC-LC0917524/2022|EPI_ISL_15618523|2022-10-11	29621	29054	155.759	165.995
hCoV-19/USA/MD-IGS-042229100460A/2022|EPI_ISL_15586258|2022-10-18	29839	29272	336.664	356.118
hCoV-19/USA/CA-CDC-STM-PJTDA3VVR/2022|EPI_ISL_15583048|2022-10-15	29812	29245	275.214	291.385
hCoV-19/USA/NM-CDC-LC0916881/2022|EPI_ISL_15545738|2022-10-14	29624	29057	830.763	885.27
hCoV-19/USA/PA-CDC-STM-5DJQHEJYD/2022|EPI_ISL_15532199|2022-10-13	29850	29283	91.1145	96.3433
hCoV-19/USA/NC-CDC-LC0914696/2022|EPI_ISL_15499965|2022-10-14	29625	29058	160.719	171.258
hCoV-19/USA/AZ-CDC-LC0912161/2022|EPI_ISL_15482177|2022-10-07	29442	28875	0	0
hCoV-19/USA/IL-CDC-LC0913154/2022|EPI_ISL_15481415|2022-10-02	29657	29090	240.084	255.546
hCoV-19/USA/WA-UW-22092696644/2022|EPI_ISL_15420822|2022-09-26	29499	28932	605.62	648.143
hCoV-19/USA/CT-CDC-LC0907081/2022|EPI_ISL_15414152|2022-10-03	29687	29120	97.707	103.892
hCoV-19/USA/CT-CDC-LC0898531/2022|EPI_ISL_15411236|2022-09-22	29687	29120	0	0
hCoV-19/USA/CA-CDC-LC0938146/2022|EPI_ISL_15947402|2022-11-18	29684	29117	0	0
hCoV-19/USA/NY-CDC-LC0943606/2022|EPI_ISL_16089703|2022-11-28	29628	29061	519.91	553.945
hCoV-19/USA/NY-CDC-LC0950535/2022|EPI_ISL_16168744|2022-12-04	29685	29118	425.598	452.572
hCoV-19/USA/NY-NYULH9670/2022|EPI_ISL_16137787|2022-11-30	29789	29222	159.784	169.306
hCoV-19/USA/NY-CDC-LC0954828/2022|EPI_ISL_16206219|2022-12-05	29723	29156	11.4009	12.1076
hCoV-19/USA/CA-CDC-STM-FWD7USH94/2022|EPI_ISL_16267077|2022-12-07	29815	29248	0	0
hCoV-19/USA/NJ-CDC-STM-7SHYKHHPS/2022|EPI_ISL_16267153|2022-12-07	29847	29280	456.508	482.755
hCoV-19/USA/CT-CDC-LC0957474/2022|EPI_ISL_16268057|2022-12-10	29723	29156	49.7112	52.7929
hCoV-19/USA/CT-CDC-LC0958282/2022|EPI_ISL_16268385|2022-12-11	29628	29061	174.138	185.538
hCoV-19/USA/DC-CDC-LC0963537/2022|EPI_ISL_16293716|2022-12-15	29724	29157	133.24	141.495
hCoV-19/USA/NJ-CDC-LC0964254/2022|EPI_ISL_16294063|2022-12-17	29628	29061	160.5	171.007
hCoV-19/USA/NJ-CDC-LC0963878/2022|EPI_ISL_16294104|2022-12-17	29690	29123	0	0
hCoV-19/USA/RI-CDC-LC0964239/2022|EPI_ISL_16294116|2022-12-17	29628	29061	108.728	115.846
hCoV-19/USA/NH-CDC-LC0964359/2022|EPI_ISL_16294118|2022-12-17	29595	29028	7.1906	7.67004
hCoV-19/USA/IL-CDC-STM-S934QSJ57/2022|EPI_ISL_16307699|2022-12-12	29847	29280	271.228	286.823
hCoV-19/USA/NY-CDC-LC0964766/2022|EPI_ISL_16361358|2022-12-18	29660	29093	6.37382	6.78361
hCoV-19/USA/SC-CDC-LC0964642/2022|EPI_ISL_16363380|2022-12-19	29628	29061	856.209	912.26
hCoV-19/USA/NY-CDC-LC0967430/2022|EPI_ISL_16381276|2022-12-19	29723	29156	148.857	158.085
hCoV-19/USA/NJ-CDC-LC0969154/2022|EPI_ISL_16382903|2022-12-23	29598	29031	20.7745	22.1574
hCoV-19/USA/MA-CDCBI-CRSP_ZPD7BNYW2VUOGKKO/2022|EPI_ISL_16243833|2022-12-12	29404	28837	312.064	335.075
hCoV-19/USA/CA-CDC-LC0973696/2022|EPI_ISL_16416741|2022-12-26	29691	29124	36.2942	38.5865
hCoV-19/USA/IN-CDC-LC0973993/2022|EPI_ISL_16569572|2022-12-20	29660	29093	56.2735	59.8915
hCoV-19/USA/CT-CDC-LC0977874/2022|EPI_ISL_16572685|2022-12-26	29724	29157	29.7934	31.6393
hCoV-19/USA/NC-CDC-LC0986864/2023|EPI_ISL_16666034|2023-01-09	29691	29124	342.172	363.784
hCoV-19/USA/OR-OSPHL08039/2023|EPI_ISL_16609677|2023-01-10	29684	29117	34.8912	37.1038
hCoV-19/USA/HI-H2319321/2023|EPI_ISL_16608705|2023-01-05	29649	29082	5.68892	6.05697
hCoV-19/USA/TX-HMH-123247/2023|EPI_ISL_16599352|2023-01-11	29772	29205	4.78355	5.07157
hCoV-19/USA/OH-PLMI-HCF7J-16185/2023|EPI_ISL_16533535|2023	29748	29181	1266.23	1343.58
hCoV-19/USA/MI-UM-RR2494013161/2022|EPI_ISL_16529732|2022-12-19	29610	29043	21.4065	22.822
hCoV-19/USA/NC-WFSM-1085-8808/2023|EPI_ISL_16492929|2023-01-03	29697	29130	324.049	344.445
hCoV-19/USA/NY-NYULH9987/2022|EPI_ISL_16483112|2022-12-27	29796	29229	209.123	221.533
hCoV-19/USA/IN-CDC-STM-N8WT247WH/2023|EPI_ISL_16681046|2023-01-14	29819	29252	504.756	534.288
hCoV-19/USA/VA-CDC-88390756/2023|EPI_ISL_16835058|2023-01-16	29845	29278	164.848	174.338
hCoV-19/USA/TX-CDC-QDX45690418/2023|EPI_ISL_16778677|2023-01-12	29721	29154	319.1	338.905
hCoV-19/USA/TX-CDC-LC0998933/2023|EPI_ISL_16859397|2023-01-17	29660	29093	115.912	123.365
hCoV-19/USA/TX-HMH-M-126564/2023|EPI_ISL_17181019|2023-03-02	29773	29206	513.647	544.556
hCoV-19/USA/UT-CDC-QDX47043512/2023|EPI_ISL_17147462|2023-02-20	29721	29154	258.993	275.068
hCoV-19/USA/CA-CDC-LC1022590/2023|EPI_ISL_17181883|2023-02-28	29687	29120	293.801	312.4
hCoV-19/USA/CA-CDC-VSX-A078855/2023|EPI_ISL_17190406|2023-02-25	29814	29247	491.329	520.165
hCoV-19/USA/TX-CDC-QDX47492582/2023|EPI_ISL_17250093|2023-03-03	29721	29154	1.47095	1.56224
